CCG Comments,CMU ,FY,Last Stage Reached,Project Assessed,Project ID,Project Name,Approval Date,Approval Step,CO Team Lead,Could count for more adaptation,Could count for more mitigation,Country,FY Probability,GP,Lending Instrument,Potential (Y/N),Practice Group,Practice Manager Name,Region,Requesting Cost Center Code,Responsible Cost Center Code,Responsible Cost Center Name,Team Lead Name,TLN CDRS: Project compliant with CDRS requirement?,TLN CI: Climate indicator included?,TLN CI: Name of Climate Indicator,TLN CI: Project compliant with CI requirement?,TLN GHG: Applicable to operation,TLN GHG: GHG lifetime,"TLN GHG: Gross Emissions  (tCO2e, lifetime)","TLN GHG: Net Emissions (annual average, tCO2e/year)","TLN GHG: Net Emissions (economic lifetime, tCO2e)",TLN GHG: Status of data,TN1: % (Climate Co-Benefits Over Total IDA/IBRD Commitment),TN2: Net IDA/IBRD Adaptation ($M) ,TN3: Net IDA/IBRD Mitigation ($M) ,TN4: Total IDA/IBRD Climate Co-Benefits ($M) ,TN5: % (IBRD Climate Co-Benefits Over Total IBRD Commitment),TN6: % (IDA Climate Co-Benefits Over Total IDA Commitment),TN7: Net IBRD Adaptation ($M),TN8: IBRD Climate Co-Benefits ($M),TN9: Net IBRD Mitigation ($M),TO1: Net IDA Adaptation ($M),TO2: IDA Climate Co-Benefits ($M),TO3: Net IDA Mitigation ($M),TO4: IBRD Commitment ($M),TO5: IDA Commitment ($M),TO6: Total IDA/IBRD Commitment ($M),TO7: Gross IDA/IBRD Adaptation ($M),TO8: Gross IDA/IBRD Mitigation ($M),TO9: Dual Benefit Finance ($M)
CCG assessed the project as part of the March 2023 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,ECCWB-ECA,FY23,Bank Approved,Assessed,P176069,Catalyzing Long Term Finance through Capital Markets,3/16/2023,A,000293362 | Jane C. Hwang ~,0,0,Serbia,Firm,Finance Competitiveness and Innovation,IPF,No,GGEVP,Mario Guadamillas,ECA,ECCWB,EECF2,EFI-ECA-FCI-Finance-2,Jane C. Hwang,Yes,No,,N/A,,,,,,,3.00%,0.82999999999999996,0.070000000000000007,0.89999999999999991,0.03,0,0.83,0.9,0.07,0,0,0,30,0,30,,,
CCG assessed the project as part of the March 2023 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,ECCWB-ECA,FY23,Bank Approved,Assessed,P177410,First Serbia Green Transition Programmatic Development Policy Loan,3/9/2023,A,000249081 | Lazar Sestovic ~ 000183505 | Sameer Akbar ~ 000255708 | Katharina B. Gassner ~,0,0,Serbia,Firm,Macroeconomics Trade and Investment,DPF,No,GGEVP,Jasmin Chakeri,ECA,ECCWB,EECM2,EFI-ECA-MTI-MacroFiscal-2,Lazar Sestovic,Yes,Yes,Share of the total budgetary reserve dedicated to address natural disasters,Yes,,,,,,,60%,12,84,96,0.6,0,12,96,84,0,0,0,160,0,160,,,
CCG assessed the project as part of the March 2023 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,ECCWB-ECA,FY23,Bank Approved,Assessed,P178162,Strengthening Digital Governance for Service Delivery,3/20/2023,A,000264730 | Ana Bellver Vazquez-Dodero ~ 000322373 | Shomikho Raha,0,0,Kosovo,Firm,Governance,IPF,No,GGEVP,Fabian Seiderer,ECA,ECCWB,EECG2,EFI-ECA-GOV-FM & PS-2,Ana Bellver Vazquez-Dodero,Yes,Yes,Operationalized shared DRC to host key government systems for data backup and recovery from disruptions (including climate induced natural disasters) (Text),N/A,,,,,,,4.63%,0.92500000000000004,0,0.92500000000000004,0,0.04625,0,0,0,0.925,0.925,0,0,20,20,,,
CCG assessed the project as part of the March 2023 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,ECCWB-ECA,FY23,Bank Approved,Assessed,P178202,First Resilience and Green Development - DPL,3/16/2023,A,000365120 | Hilda Shijaku ~ 000016818 | Christos Kostopoulos ~ 000529083 | Natasha Rovo ~,0,0,Albania,Firm,Macroeconomics Trade and Investment,DPF,No,GGEVP,Jasmin Chakeri,ECA,ECCWB,EECM2,EFI-ECA-MTI-MacroFiscal-2,Hilda Shijaku,Yes,Yes,Share of climate informed new PI included in the MTBP as a percentage of total PI submitted,Yes,,,,,,,61.11%,15,58.332999999999998,73.332999999999998,0.611108333,0,15,73.333,58.333,0,0,0,120,0,120,,,
CCG assessed the project as part of the March 2023 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,ECCWB-ECA,FY23,Bank Approved,Assessed,P178715,Climate Resilience and Agriculture Development Project,3/16/2023,A,000357706 | Teklu Tesfaye Toli ~ 000541926 | Raimund Mair,0,0,Albania,Firm,Agriculture and Food,IPF,No,GGSVP,Holger A. Kray,ECA,ECCWB,SCAAG,Agriculture and Food PG ECA,Teklu Tesfaye Toli,Yes,Yes,Area served by Climate Smart Agriculture Platform (Hectare(Ha)),Yes,Y,20,"76,263","-15,158.80","-303,176",GHG data finalized,47.49%,8.8390000000000022,24.402000000000001,33.241,0.474871429,0,8.839,33.241,24.402,0,0,0,70,0,70,,,
CCG assessed the project as part of the March 2023 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,LCC2C-LCR,FY23,Bank Approved,Assessed,P179861,Second Costa Rica Disaster Risk Management Development Policy Loan with a CAT DDO,3/23/2023,A,000377236 | Abigail C. Baca ~ 000525318 | Felipe Montoya Pino,0,0,Costa Rica,Firm,Urban Resilience and Land,DPF,No,GGSVP,Federica Ranghieri,LCR,LCC2C,ILCUR,Urban LCR,Abigail C. Baca,Yes,Yes,Increased percentage of women’s voice and agency in local DRM committee decisions for climate and disaster resilience,Yes,,,,,,,62.50%,100,0,100,0.625,0,100,100,0,0,0,0,160,0,160,,,
CCG assessed the project as part of the March 2023 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,MNC01-MNA,FY23,Bank Approved,Assessed,P174005,Third Financial and Digital Inclusion Development Policy Lending,3/31/2023,A,000364319 | Fadwa Bennani ~ 000544947 | Cyril Desponts,0,0,Morocco,Firm,Finance Competitiveness and Innovation,DPF,No,GGEVP,Djibrilla Adamou Issa,MNA,MNC01,EMNF1,EFI-MNA-FCI-Finance-1,Fadwa Bennani,Yes,Yes,Percent of climate-vulnerable rural households with Internet access,Yes,,,,,,,31.67%,70,72.5,142.5,0.316666667,0,70,142.5,72.5,0,0,0,450,0,450,,,
CCG assessed the project as part of the March 2023 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,MNC01-MNA,FY23,Bank Approved,Assessed,P179637,Morocco Education Support Program Additional Financing,3/17/2023,A,000176486 | Louise Mengue Abessolo Mvono ~ 000176020 | Kaliope Azzi-Huck ~ 000360502 | Abel Paul Basile Bove ~,0,0,Morocco,Firm,Education,PforR,No,GGHVP,Fadila Caillaud,MNA,MNC01,HMNED,Education MNA,Louise Mengue Abessolo Mvono,Yes,No,,N/A,,,,,,,3.83%,8.2149999999999999,1.369,9.5839999999999996,0.038336,0,8.215,9.584,1.369,0,0,0,250,0,250,,,
CCG assessed the project as part of the March 2023 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,MNC02-MNA,FY23,Bank Approved,Assessed,P171296,Electricity Sector Efficiency and Supply Reliability Program,3/31/2023,A,000576704 | Mohamed Zakaria Kamh ~ 000310706 | Artur Kochnakyan ~ 000497367 | Yanchao Li ~,0,0,Jordan,Firm,Energy and Extractives,PforR,No,GGIVP,Husam Mohamed Beides,MNA,MNC02,IMNE1,Infra MNA Energy 1,Mohamed Zakaria Kamh,Yes,Yes,Share of renewable energy in the electricity supply mix (Amount(USD)),Yes,,,,,,,32.86%,0,82.155000000000001,82.155000000000001,0.32862,0,0,82.155,82.155,0,0,0,250,0,250,,,
CCG assessed the project as part of the March 2023 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,MNC03-MNA,FY23,Bank Approved,Assessed,P180358,Emergency Social Protection Enhancement and COVID-19 Response Project AF2,3/24/2023,A,000272472 | Andras Bodor ~,0,0,Yemen Republic of,Firm,Social Protection and Jobs,IPF,No,GGHVP,Cristobal Ridao-Cano,MNA,MNC03,HMNSP,Social Protection & Labor MNA,Andras Bodor,Yes,Yes,People provided with access to improved sanitation services to reduce water-borne diseases exacerbated by climate change (Number),N/A,,,,,,,12.48%,25.826000000000001,0,25.826000000000001,0,0.124763285,0,0,0,25.826,25.826,0,0,207,207,,,
CCG assessed the project as part of the March 2023 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,SACIN-SAR,FY23,Bank Approved,Assessed,P174593,Assam Integrated River Basin Management Program,3/24/2023,A,000111476 | Greg J. Browder ~ 000491993 | Anup Karanth ~ 000510603 | Yukio Tanaka ~,0,0,India,Firm,Water,IPF,No,GGSVP,Sumila Gulyani,SAR,SACIN,SSAW1,Water South Asia Region,Greg J. Browder,Yes,Yes,"People with enhanced flood protection in Beki and Buridehing.
(Number)",Yes,Y,15,"26,976","1,798.40","26,976",GHG data finalized,51.36%,54.734000000000002,0.73399999999999999,55.468000000000004,0.513592593,0,54.734,55.468,0.734,0,0,0,108,0,108,,,
CCG assessed the project as part of the March 2023 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,SACIN-SAR,FY23,Bank Approved,Assessed,P175811,Odisha State Capability and Resilient Growth Program,3/28/2023,A,000505852 | Ambrish Shahi ~ 000342129 | Thomas Danielewitz ~ 000491993 | Anup Karanth ~,0,0,India,Firm,Social Protection and Jobs,PforR,No,GGHVP,Cem Mete,SAR,SACIN,HSASP,Social Protection & Labor SAR,Ambrish Shahi,Yes,Yes,Percentage of coastal population receiving impact-based early warning alerts,Yes,,,,,,,23.66%,23.658999999999999,0,23.658999999999999,0.23659,0,23.659,23.659,0,0,0,0,100,0,100,,,
CCG assessed the project as part of the March 2023 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,SACIN-SAR,FY23,Bank Approved,Assessed,P179039,Karnataka Sustainable Rural Water Supply Program,3/28/2023,A,000299213 | Kristoffer Welsien ~ 000206574 | Mariappa Kullappa,0,0,India,Firm,Water,PforR,No,GGSVP,Sumila Gulyani,SAR,SACIN,SSAW1,Water South Asia Region,Kristoffer Welsien,Yes,Yes,Operationalize energy efficiency at MVSs (Yes/No),Yes,,,,,,,28.79%,86.372,18.138000000000002,104.51000000000001,0.287906336,0,86.372,104.51,18.138,0,0,0,363,0,363,,,
"CCG assessed the project as part of the March 2024 assessement. Upon change in milestone, CCG will reassess the co-benefits before OPCS' final climate coding at Board Approval",AECE3-AFE,FY26,Begin Appraisal,Assessed,P179713,Second Urban Institutional & Infrastructure Development Program,,L,,1,0,Ethiopia,Likely,Urban Resilience and Land,PforR,Yes,GGSVP,,AFE,,,,,Yes,Yes,% of ULGs that have met annual Program Institutional performance targets (Percentage),Yes,,,,,,,27.67%,109.82899999999999,28.510999999999999,138.34,0,0.27668,0,0,0,109.829,138.34,28.511,0,500,500,0,0,0
"CCG assessed the project as part of the March 2024 assessement. Upon change in milestone, CCG will reassess the co-benefits before OPCS' final climate coding at Board Approval",EACIF-EAP,FY25,Begin Negotiation,Assessed,P180270,Indonesia Local Service Delivery Improvement Project,2/27/2025,L,000474484 | Yuko Arai ~ 000225094 | Uri Raich,0,1,Indonesia,Likely,Urban Resilience and Land,IPF,Yes,GGSVP,Bjorn Philipp,EAP,EAITL,IEAU1,INF-EAP-Urban 1,Yuko Arai,Yes,Yes,Percentage of participating LGs that have issued their SWM Masterplans (RIPS) that incorporates disaster and climate-related risk management considerations as well as feedback from the citizens,Yes,Y,10,"46,356,678","-418,479","-4,184,792",Under review,64.15%,18.263999999999999,206.27199999999999,224.536,0.641531429,0,18.264,224.536,206.272,0,0,0,350,0,350,0,0,0
"CCG assessed the project as part of the March 2024 assessement. Upon change in milestone, CCG will reassess the co-benefits before OPCS' final climate coding at Board Approval",ELCG2-LCR,FY25,Begin Appraisal,Assessed,P180384,Haiti Strengthening Public Financial Management Project,1/30/2025,L,000322923 | Marieta Fall ~ 000365598 | Adjalou Celestin Niamien ~ 000084567 | Francesca Recanatini ~,1,1,Haiti,Likely,Governance,IPF,Yes,GGEVP,Alberto Leyton,LCR,LCC3C,ELCG2,EFI-LCR-GOV-FM & PS-2,Marieta Fall,Yes,Yes,Climate and gender budget tagging introduced in budgetary practices,N/A,,,,,,,2.26%,0.91500000000000004,0.439,1.3540000000000001,0,0.022566667,0,0,0,0.915,1.354,0.439,0,60,60,0,0,0
"CCG assessed the project as part of the March 2024 assessement. Upon change in milestone, CCG will reassess the co-benefits before OPCS' final climate coding at Board Approval",LCC1C-LCR,FY25,Begin Appraisal,Assessed,P181163,Program for Results to Scale up Multipurpose Cadaster implementation in Colombia,3/26/2025,L,000359488 | Carlos Alberto Molina Prieto ~,1,1,Colombia,Likely,Urban Resilience and Land,PforR,Yes,GGSVP,Federica Ranghieri,LCR,LCC1C,ILCUR,Urban LCR,Carlos Alberto Molina Prieto,Yes,No,,N/A,,,,,,,0.03%,0.034000000000000002,0,0.034000000000000002,0.00034,0,0.034,0.034,0,0,0,0,100,0,100,0,0,0
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AECC2-AFE,FY24,Bank Approved,Assessed,P504531,"Burundi Health Emergency Preparedness, Response, and Resilience Project",3/30/2024,A,000388629 | Olivier Basenya ~ 000314213 | Ghulam Dastagir Sayed,0,0,Burundi,Likely,Health Nutrition and Population,IPF,No,GGHVP,Francisca Ayodeji Akala,AFE,AECC2,HAEH2,HEALTH AFR E2,Olivier Basenya,Yes,Yes,Number of health/veterinary services supported by the project with climate resilient rehabilitation (Number),Yes,,,,,,,43.47%,13.039999999999999,8.6959999999999997,21.736000000000001,0,0.43472,0,0,0,13.04,21.736,8.696,0,50,50,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AECC2-AFE,FY24,Bank Approved,Assessed,P504532,"Democratic Republic of Congo Health Emergency Preparedness, Response, and Resilience Project",3/30/2024,A,000552508 | Meta Mobula ~ 000460073 | Michel Muvudi Lushimba,0,0,Congo Democratic Republic of,Possible,Health Nutrition and Population,IPF,No,GGHVP,Francisca Ayodeji Akala,AFE,AECC2,HAEH2,HEALTH AFR E2,Meta Mobula,Yes,Yes,Number of sentinel sites for climate-sensitive disease surveillance and early warning systems established in cross-border areas (Number),Yes,,,,,,,44.55%,101.25700000000001,10.127000000000001,111.384,0,0.445536,0,0,0,101.257,111.384,10.127,0,250,250,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AECE1-AFE,FY24,Bank Approved,Assessed,P178813,Project for Advancing Gender Equality in Tanzania (PAMOJA),3/5/2024,A,000401023 | Anna Lisa Schmidt ~ 000017613 | Randa Akeel ~ 000507201 | Gemma Joan Nifasha Todd ~,0,0,Tanzania,Firm,Social Sustainability and Inclusion,IPF,No,GGSVP,Maria Gonzalez de Asis,AFE,AECE1,SAES2,Social Dev AFR 2,Anna Lisa Schmidt,Yes,Yes,Climate-informed business plans developed under the project and financed through groups supported by the project,N/A,,,,,,,17.24%,12.792999999999999,4.4509999999999996,17.244,0,0.17244,0,0,0,12.793,17.244,4.451,0,100,100,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AECE1-AFE,FY24,Bank Approved,Assessed,P179380,National Energy Advancement and Transformation Program,3/14/2024,A,000457048 | Patrick Thaddayos Balla ~ 000528615 | Francis Chibwe ~ 000321777 | Monali Ranade ~,0,0,Zambia,Firm,Energy and Extractives,PforR,No,GGIVP,Yadviga Viktorivna Semikolenova,AFE,AECE1,IAEE3,Infra AFR Energy 3,Patrick Thaddayos Balla,Yes,Yes,"PrDO 3: Increased Renewable Energy Capacity and Climate Resilience 
Measured through procurement of new non-hydropower renewable energy capacity to diversify energy mix, in line with the IRP",Yes,,,,,,,66.10%,2.5,63.600000000000001,66.099999999999994,0,0.661,0,0,0,2.5,66.1,63.6,0,100,100,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AECE1-AFE,FY24,Bank Approved,Assessed,P180722,Public Finance Management and Procurement Systems for Service Delivery Program,3/21/2024,A,000364395 | Paul Welton ~ 000290651 | Tanvir Hossain ~ 000572793 | Benjamin Ndazi Mtesigwa ~,0,0,Tanzania,Firm,Governance,PforR,No,GGEVP,Manuel Antonio Vargas Madrigal,AFE,AECE1,EAEG1,EFI-AFR1-GOV-FM & PS-1,Paul Welton,Yes,Yes,Increase in percentage of CAPEX going to appraised public investment projects (including climate considerations) by end of financial year (Text),N/A,,,,,,,4.70%,1.7,0.65000000000000002,2.3500000000000001,0,0.047,0,0,0,1.7,2.35,0.65,0,50,50,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AECE1-AFE,FY24,Bank Approved,Assessed,P181391,Girls' Education and Women's Empowerment and Livelihoods for Human Capital Project,3/28/2024,A,000360906 | Nadia Selim ~ 000102938 | Lansong Zhang,0,0,Zambia,Firm,Social Protection and Jobs,IPF,No,GGHVP,Robert S. Chase,AFE,AECE1,HAES1,Social Protection & Labor AFR 1,Nadia Selim,Yes,Yes,Number of direct SWL beneficiaries of which have enhanced resilience to climate risks (Number),Yes,,,,,,,26.92%,30.887,9.4860000000000007,40.372999999999998,0,0.269153333,0,0,0,30.887,40.373,9.486,0,150,150,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AECE2-AFE,FY24,Bank Approved,Assessed,P180228,Kigali Logistics Platform Connectivity Development Project,3/29/2024,A,000242676 | Aguiratou Savadogo-Tinto ~ 000305713 | Alejandro Espinosa-Wang ~ 000605072 | Solange Mizero ~,0,0,Rwanda,Firm,Transport,IPF,No,GGIVP,Almud Weitz,AFE,AECE2,IAET1,Transport-East Africa,Aguiratou Savadogo-Tinto,Yes,Yes,Percentage of people with enhanced access to reliable transport infrastructure and services all year round  in the project area (disaggregated by gender),N/A,Y,20,0,-581.945,"-11,638.90",GHG data finalized,14.56%,17.933,0.41799999999999998,18.350999999999999,0,0.145642857,0,0,0,17.933,18.351,0.418,0,126,126,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AECE2-AFE,FY24,Bank Approved,Assessed,P180287,Second Program for Strengthening Governance for Enabling Service Delivery and Public Investment in Kenya,11/29/2023,A,000411834 | Onur Erdem ~ 000376586 | Leonard Mutuku Matheka,0,0,Kenya,Firm,Governance,PforR,No,GGEVP,Manuel Antonio Vargas Madrigal,AFE,AECE2,EAEG1,EFI-AFR1-GOV-FM & PS-1,Onur Erdem,Yes,No,,N/A,,,,,,,4.40%,5,6,11,0,0.044,0,0,0,5,11,6,0,250,250,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AECE3-AFE,FY24,Bank Approved,Assessed,P176303,Ethiopia Rural Connectivity to Support Food Security Program,3/29/2024,A,000539027 | Bezawit Tesfaye Fantta ~ 000306306 | Alphonse Soh ~ 000401351 | Hayalsew Yilma ~,0,0,Ethiopia,Firm,Transport,PforR,No,GGIVP,Karla Gonzalez Carvajal,AFE,AECE3,IAET2,Transport-So. Africa + Ethiopia,Bezawit Tesfaye Fantta,Yes,Yes,Trail bridges and approach roads constructed to climate resilient standards (Number),Yes,,,,,,,45.65%,111.953,25,136.953,0,0.45651,0,0,0,111.953,136.953,25,0,300,300,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AECE3-AFE,FY24,Bank Approved,Assessed,P176731,"Power Sector Reform, Investment and Modernization in Ethiopia (PRIME-1)",3/26/2024,A,000401501 | Yun Wu ~ 000507888 | Abdulhakim Mohammed Abdisubhan ~ 000583408 | Aalok Raj Pandey ~,0,0,Ethiopia,Firm,Energy and Extractives,IPF,No,GGIVP,Erik Magnus Fernstrom,AFE,AECE3,IAEE1,Infra AFR Energy 1,Yun Wu,Yes,Yes,Geothermal resource established through drillings under the project,Yes,Y,30,0,"-18,774.33","-563,230",GHG data finalized,95.51%,13.157999999999999,486.02800000000002,499.18599999999998,0,0.955142261,0,0,0,13.158,499.186,486.028,0,522.63,522.63,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AECE3-AFE,FY24,Bank Approved,Assessed,P180076,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",3/22/2024,A,000354995 | Esayas Nigatu Gebremeskel ~ 000546345 | Biruktayet Assefa Betremariam ~ 000206887 | Ximing Zhang ~,0,0,Ethiopia,Firm,Agriculture and Food,IPF,No,GGSVP,Frauke Jungbluth,AFE,AECE3,SAEA3,Agriculture and Food PG AFR3,Esayas Nigatu Gebremeskel,Yes,Yes,Climate preparedness and resilience building infrastructures constructed and operational* (Number),Yes,Y,20,0,"-1,641,120.35","-32,822,407",GHG data finalized,57.38%,145.10900000000001,49.984999999999999,195.09399999999999,0,0.573805882,0,0,0,145.109,195.094,49.985,0,340,340,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AECE3-AFE,FY24,Bank Approved,Assessed,P181550,Urban Productive Safety Net and Jobs Project Second Additional Financing,3/22/2024,A,000188209 | Andrea Vermehren ~ 000521339 | Ayuba Sani Hussein,0,0,Ethiopia,Firm,Social Protection and Jobs,IPF,No,GGHVP,Robert S. Chase,AFE,AECE3,HAES1,Social Protection & Labor AFR 1,Andrea Vermehren,Yes,Yes,Livelihood clients who use the livelihood grant to start up or scale up a climate-resilient income-generating activity (Percentage),N/A,,,,,,,18.73%,3.137,12.318,15.455,0,0.187333333,0,0,0,3.137,15.455,12.318,0,82.5,82.5,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AECE3-AFE,FY24,Bank Approved,Assessed,P181626,THIRD ADDITIONAL FINANCING FOR STRENGTHEN ETHIOPIA’S ADAPTIVE SAFETY NET PROJECT,3/28/2024,A,000480094 | Christabel Ewuradjoa Dadzie ~ 000405901 | Margaux Laurence Vinez,0,0,Ethiopia,Firm,Social Protection and Jobs,IPF,No,GGHVP,Robert S. Chase,AFE,AECE3,HAES1,Social Protection & Labor AFR 1,Christabel Ewuradjoa Dadzie,Yes,Yes,Disaster Risk Financing Strategy prepared and adopted,Yes,,,,,,,24.63%,44.844000000000001,4.4160000000000004,49.260000000000012,0,0.2463,0,0,0,44.844,49.26,4.416,0,200,200,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AFWRI-AFW,FY24,Bank Approved,Assessed,P181150,Accelerating Impacts of CGIAR Climate Research for Africa Additional Financing,3/8/2024,A,000413423 | Katie Kennedy Freeman ~,0,0,Western and Central Africa,Firm,Agriculture and Food,IPF,No,GGSVP,Elhadji Adama Toure,AFW,AFWRI,SAWA4,AGRICULTURE AND FOOD PG AFR4,Katie Kennedy Freeman,Yes,Yes,Partners and stakeholders in the project area are increasingly accessing enhanced climate information services and/or validated climate-smart agriculture technologies (Number),Yes,,,,,,,100%,30.594000000000001,9.4060000000000006,40,0,1,0,0,0,30.594,40,9.406,0,40,40,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,AWCF1-AFW,FY24,Bank Approved,Assessed,P179558,Mauritania Health System Support Project,3/21/2024,A,000498260 | Mariam Noelie Hema ~ 000216989 | Kofi Amponsah,0,0,Mauritania,Firm,Health Nutrition and Population,IPF,No,GGHVP,My Driss Zine Eddine El Idrissi,AFW,AWCF1,HAWH2,Health Nutrition&Population AFR2,Mariam Noelie Hema,Yes,Yes,"Health facilities designed, rehabilitated, and maintained according to climate-resilient standards, ensuring continuity of service during extreme weather events and climate-related disasters (Percentage)",N/A,,,,,,,14.14%,6.0419999999999998,1.3540000000000001,7.3959999999999999,0,0.141414914,0,0,0,6.042,7.396,1.354,0,52.3,52.3,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,EACCF-EAP,FY24,Bank Approved,Assessed,P178401,China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong),3/29/2024,A,000366565 | Rajesh Koirala ~ 000539107 | Xiawei Liao ~ 000380110 | Gang Qin ~,0,0,China,Firm,Environment Natural Resources and the Blue Economy,PforR,No,GGSVP,Christophe Crepin,EAP,EACMK,SEAE1,EAP ENR PM 1,Rajesh Koirala,Yes,Yes,Sequestered CO2eq due to ecosystem restoration,Yes,,,,,,,58.48%,59.537999999999997,115.88800000000001,175.42599999999999,0.584753333,0,59.538,175.426,115.888,0,0,0,300,0,300,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,EACMM-EAP,FY24,Bank Approved,Assessed,P181396,Additional Financing to Road Connectivity Improvement Project,3/15/2024,A,000515804 | Bowen Wang ~ 000345775 | Sadig Aliyev ~ 000274734 | Veasna Bun ~,0,0,Cambodia,Firm,Transport,IPF,No,GGIVP,Benedictus Eijbergen,EAP,EAVCL,IEAT1,INF-EAP-Transport,Bowen Wang,Yes,Yes,Facilities with improved climate resilient road access,Yes,,,,,,,99.52%,34.832999999999998,0,34.832999999999998,0,0.995228571,0,0,0,34.833,34.833,0,0,35,35,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,ECCCA-ECA,FY24,Bank Approved,Assessed,P179204,Kazakhstan Digital Acceleration for an Inclusive Economy (DARE) Project,2/22/2024,A,000435331 | Natalija Gelvanovska-Garcia ~ 000210803 | Mikhail Bunchuk,0,0,Kazakhstan,Firm,Digital Development,IPF,No,GGIVP,Michel Rogy,ECA,ECCCA,DCADD,Digital Dev - ECA,Natalija Gelvanovska-Garcia,Yes,Yes,Newly built or upgraded broadband infrastructure that is resilient to climate-related hazards (%),Yes,,,,,,,60%,6.9320000000000013,48.526000000000003,55.457999999999998,0.6,0,6.932,55.458,48.526,0,0,0,92.43,0,92.43,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,ECCCA-ECA,FY24,Bank Approved,Assessed,P181218,Additional Financing for Central Asia South Asia Electricity Transmission and Trade (CASA-1000) Project for Kyrgyz Republic,11/1/2023,A,000302073 | Dmytro Glazkov ~ 000083094 | Jianping Zhao,0,0,Central Asia,Firm,Energy and Extractives,IPF,No,GGIVP,Stephanie Gil,ECA,ECCCA,IECEE,Infra ECA Energy,Dmytro Glazkov,Yes,No,,N/A,,,,,,,25%,0.91500000000000004,3.6600000000000001,4.5750000000000002,0,0.25,0,0,0,0.915,4.575,3.66,0,18.3,18.3,,,
CCG assessed the project as part of the March 2024 assessment. Final climate co-benefits pending TTL(s) validation with OPCS.,ECCCA-ECA,FY24,Bank Approved,Assessed,P181219,Additional Financing for Central Asia South Asia Electricity Transmission and Trade (CASA-1000) Project for Republic of Tajikistan,11/22/2023,A,000302073 | Dmytro Glazkov ~ 000083094 | Jianping Zhao,0,0,Central Asia,Firm,Energy and Extractives,IPF,No,GGIVP,Stephanie Gil,ECA,ECCCA,IECEE,Infra ECA Energy,Dmytro Glazkov,Yes,No,,N/A,,,,,,,46.98%,3.21,1.958,5.1680000000000001,0,0.469818182,0,0,0,3.21,5.168,1.958,0,11,11,,,
